participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164
380,0,0,120,84,35,,1,,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,,1,,,,,,,1,,,1,1,,,,1,,-1,1,1,,1,1,1,,,,,-1,1,1,-1,,,-1,-1,-1,1,-1,1,1,,1,,1,,,1,,,1,1,,-1,1,1,,1,1,,,1,1,1,-1,1,1,1,-1,1,-1,1,-1,,1,1,,1,-1,,1,,1,-1,1,1,1,-1,,,,,1,-1,1,1,1,,-1,1,1,1,1,,,0,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,,,-1,1,1
18,0,0,7,4,2,,,1,,,,,,1,1,,,,,,,,1,,,,,,0,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,0,0,6,1,5,,,1,,,,,,,,-1,,,,,,,,,,,,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,0,0,5,2,2,,,-1,,,1,,,,,,,,,,,-1,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,0,0,13,7,4,,,-1,,,1,,,,1,,,1,,0,,,1,,,1,,,,,1,,,,-1,-1,,,,,1,,-1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0,0,4,0,2,,,0,,,0,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,0,13,5,7,,,,-1,-1,1,,-1,,,1,,1,,-1,,,1,0,,,,,,,,1,,,,-1,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0,0,10,2,4,,,,0,0,,,,,,,-1,0,,,,0,,,,,,-1,,,,,,,,,1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,0,0,27,18,7,,,,0,,1,,,1,1,1,1,,1,1,,1,0,,1,,,,-1,1,1,-1,,,-1,-1,1,-1,,1,,-1,,1,1,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,0,0,23,13,9,,,,1,,,1,,1,1,,,1,,1,,,1,0,1,,,,-1,,,,-1,,-1,-1,,,1,,-1,,1,-1,,-1,,1,,,,,,,,,,1,,,,,,,,,,,1,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,0,0,22,13,8,,,,1,,,,,1,,1,,,,-1,-1,,,1,,,,,,1,0,1,1,,-1,-1,-1,,,,1,1,,-1,,,,,,,,,,,1,,,,,,,,1,,-1,,,,1,,,,,,,1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,0,1,22,10,10,,,,0,-1,-1,1,,,1,1,,,1,,,-1,,,,-1,-1,-1,,0,,-1,,,,,1,-1,,-1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,-1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,0,0,46,30,15,,,,1,1,1,1,1,1,1,-1,1,1,,-1,1,0,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,,,-1,1,-1,-1,-1,1,1,1,,1,,,,,,,-1,,,1,1,,,,1,,1,1,,,,1,1,,,,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1,0,35,24,9,,,,1,1,,1,1,,1,1,1,,,1,,,,,1,,1,1,1,1,1,-1,,-1,-1,,,,-1,1,-1,-1,,1,-1,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,-1,1,1,,,,,0,,1,-1,,,,0,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,0,0,54,29,19,,,,0,-1,,1,1,1,1,1,0,1,,1,-1,,,1,1,-1,,-1,1,0,1,1,,-1,-1,,1,-1,-1,1,-1,1,-1,-1,-1,1,,,,,,,,,-1,,,-1,1,,,,1,,-1,1,1,,0,,1,,,,,-1,,1,-1,,,,1,-1,1,1,0,0,,1,,,,,1,,,,-1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,0,0,22,10,3,,,,0,,,1,,1,,,,,,,1,0,1,0,1,,,,-1,0,,,,,,,,0,-1,1,,,-1,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,0,,,1,,,1,1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,0,0,51,19,10,,,,0,,0,,1,1,1,1,,,1,0,,0,1,0,1,0,0,-1,0,,,1,,,,-1,1,-1,-1,1,-1,1,-1,,,-1,,,,,,,,,1,,,0,0,,,,0,,0,0,1,,1,1,0,,,,,0,1,,-1,,,0,-1,0,,,0,,,1,,,,,0,,,1,0,,-1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,0,0,16,7,3,,,,1,,,,0,,,1,,,,,,,1,,,,0,,,,,,,,,,,,,-1,1,1,,-1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,0,0,49,8,9,,,,0,,1,0,0,1,0,0,0,,0,-1,0,0,,,0,,-1,,-1,0,,,-1,-1,1,1,0,-1,,1,,,,0,,,,0,,,,,,,,,,1,,,,,,,,,,,,0,0,,,,,0,,0,,,,0,0,,0,-1,1,0,,,,,,,0,,,0,0,,-1,,,,,-1,,,,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,0,0,25,11,11,,,,1,,,,,,1,,1,,,,,,1,,,-1,-1,,1,,1,-1,,,-1,-1,,-1,1,,-1,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,1,,,,,,,,,1,,,,,-1,-1,,,,,,,,-1,,,,,,-1,,,,,,,,,,,,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,0,0,26,17,4,,,,1,,,1,,,,,0,1,,0,,0,,,,,,,,,,,-1,,,,1,,-1,,,,,,1,-1,,,,,,,,,,,,,1,,,,1,,,1,,,1,1,,,,,,,,,-1,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,1,1,,,,,,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,0,0,71,49,17,,,,1,1,1,1,1,1,1,-1,1,1,1,-1,1,,,1,1,0,1,1,,,1,,0,1,-1,1,0,-1,,,-1,-1,1,-1,1,1,,1,,,,,,,1,,,1,1,,,,1,,,,1,,1,1,1,,,,,,1,1,-1,,,1,-1,1,1,-1,1,1,,,,,,,-1,,,,-1,,-1,1,1,,-1,,,,1,1,,0,1,,1,1,,1,,0,,1,-1,,1,-1,,1,,,1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,0,0,64,39,20,,,,-1,1,1,1,-1,,,-1,1,,1,1,0,1,,,,-1,0,,,1,,1,,1,-1,1,-1,,-1,1,-1,-1,1,-1,1,1,,-1,,,,,,,1,,,1,1,,,,,,-1,,,,-1,1,,,,,,-1,0,1,-1,,,1,1,1,,-1,1,1,,1,,1,,,,,,,-1,,-1,,1,,1,,,,1,1,,1,1,,,,1,0,-1,-1,,,0,,1,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,0,0,38,21,8,,,,1,,,1,0,1,1,,,,1,-1,0,-1,,,1,0,,,,0,-1,-1,0,,,,,,0,,,1,,,,,,,,,,,,,1,,,,,,,,,,,-1,,,0,1,1,,,,,,,,-1,,,,1,1,1,1,0,,,,,,,,,,,1,,,-1,,,,-1,,,,1,1,,,,,1,1,,0,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,0,0,54,37,13,,,,1,0,,,,1,,1,-1,1,1,-1,0,1,1,1,,1,,-1,,,1,,-1,,-1,,,,-1,,,,,,1,,,1,,,,,,,1,,,1,,,,,1,,1,0,,,1,,1,,,,,-1,,-1,-1,,,1,-1,1,1,-1,,,,1,,-1,,,1,,,1,1,,-1,,1,,,1,,,,1,,1,,0,,,1,,,,,,1,,,1,,1,,,1,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,0,0,45,26,14,,,,-1,,,,,1,1,,1,,,,0,1,1,,1,,1,,,,,1,,,,,-1,-1,-1,1,,-1,,1,,-1,,1,,,,,,,1,,,,-1,,,,,,-1,0,1,,1,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,-1,,,,-1,1,,1,1,,1,,1,0,,0,,0,1,,,,,,,,-1,,1,-1,-1,,,,,,,,,,,,1,,-1,,,,,,,,,,,,,,,,,,,,,
319,0,0,15,9,5,,,,1,,,,,,,,,,,,,-1,,,-1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,1,,,,,,,,,,,,,,,0,,,-1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,0,0,7,4,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,0,0,60,35,16,,,,1,0,1,1,0,1,,1,1,1,1,-1,,-1,1,,,-1,-1,-1,,,,0,-1,,0,1,,-1,-1,-1,1,,,-1,,,,,,,,,,,,,,1,,,,,1,,,0,1,,,-1,,,,,,,,1,-1,,,-1,1,1,1,1,,1,,,,1,,,,,,1,0,,,,1,,-1,,,,1,1,1,,,,1,1,1,,,1,,1,,,,,,,,,,,-1,1,0,,,,,,1,,,,,,,1,0,1,,,,,,,,,-1,0,,,,,,,,,,
344,0,0,31,19,6,,,,-1,,,,,,0,,,,,-1,,0,,1,,,,,,,,,-1,,,,0,,,,,,,-1,0,,,,,,,,,,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,1,,,,,,1,,,,,,,0,,,,,,,,1,,,,,,,1,,,,,,,,,,-1,,,1,,,,,-1,,,,1,,,,,,,,1,,1,1,,,,1,,,0,,,,,1,,1,,,,,,,1,1,,,,,
353,0,0,1,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,0,1,72,36,21,,,,1,1,1,1,,,,,-1,,,-1,0,0,,0,1,,,,,1,1,1,-1,,1,,,-1,-1,-1,1,,,1,-1,-1,,,,,,,,,,,,,,,,,1,,1,,1,,-1,,,,,,,0,,,-1,,,-1,,1,0,-1,,1,,1,,,,,,,,0,1,,,1,,,1,,,,,1,,,,,1,1,1,-1,0,1,,0,-1,,1,,,-1,,1,-1,0,1,1,,,,,,1,-1,,1,,,-1,-1,-1,,0,,,-1,0,1,,0,,1,1,0,0,,0,1,,,,,1
363,0,0,54,36,9,,,,0,,,,,,,1,,1,,-1,,1,1,-1,1,,1,,,,,-1,,-1,-1,,,,0,,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,,1,,,1,0,,,,,0,-1,1,,,,1,,1,,,,,,1,,1,,,-1,,,1,,,-1,1,1,,1,,,,,,,1,1,1,,1,1,,,0,,,0,,1,0,,,,,1,,,-1,,,,,,,,1,,,,,,,,1,,,,1,,1,1,1,0,0,,1,1,,,,,,,
52,0,0,8,5,2,,,,,1,,,1,,,,,0,,,,,,,,,,,,,,1,,,,,,,-1,,1,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0,0,5,1,0,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0,0,1,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,0,0,10,6,4,,,,,1,,,,,,1,,,,,1,,,,,,,,,,1,,,,-1,1,,-1,,,,,1,,,-1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,0,0,10,5,5,,,,,1,,,1,,,,-1,,,1,,,,,,1,,,,,,,,,,,,-1,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,0,0,36,18,15,,,,,1,1,1,-1,-1,,0,-1,1,1,-1,,,,1,,1,-1,1,-1,0,1,,-1,,-1,-1,1,,-1,1,-1,,-1,,,0,,1,,,,,,,,,,-1,,,,,1,,1,1,,,,1,,,,,,1,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,0,0,11,6,5,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,-1,,-1,,,,,-1,,-1,-1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1,0,30,8,19,,,,,0,1,-1,,,,,,1,,,,,,,1,,1,-1,-1,0,1,-1,-1,,-1,,,,-1,,,-1,1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,-1,,,-1,,-1,,,,,-1,,-1,-1,,,,,1,,,,0,,,,-1,,,,,,,1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,0,0,7,7,0,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,0,0,40,18,14,,,,,1,1,1,,1,,1,,1,,,,,,,1,1,,-1,-1,,1,-1,,,,-1,,-1,,,,-1,,-1,,,,,,,,,,,1,,,,,,,,,,-1,0,1,,-1,,,,,,,-1,,1,-1,,,1,,0,-1,,,,,,,,,,,,,,,,-1,0,1,,0,0,,,,1,1,0,,1,1,0,,,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,0,0,42,16,16,,,,,-1,1,1,1,,1,1,-1,,1,-1,0,,,0,1,-1,-1,-1,,0,,1,-1,,,,-1,,-1,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,0,-1,1,,,,,-1,-1,0,,,-1,,,,-1,,,,,,,0,,-1,-1,,,,0,,,1,1,1,0,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,0,0,11,8,2,,,,,1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,-1,,,,,,,,,,0,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,0,0,37,23,14,,,,,1,,,-1,,1,,,,,,-1,,1,,1,,,-1,-1,-1,1,,,,,,1,-1,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,-1,1,,-1,,,,,,,,,,1,,,,,-1,,,,,,,,,,,-1,,,1,,,,1,1,,,-1,,,1,1,1,1,1,1,,1,1,,-1,,,,,,1,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,0,0,21,13,5,,,,,1,,1,1,,,1,1,,,,,,,0,,,,,0,,,,,,,,,,-1,1,,,,,-1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,-1,,,,,,,,,,,,1,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,-1,1,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,
297,0,0,17,7,6,,,,,-1,,,,,1,,,,,,,,,,,,-1,,-1,,,,,0,,,,,,,0,,,,0,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,1,,,,,,,,-1,,,,,,,,,,,1,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
321,0,0,14,5,6,,,,,-1,,,,,,,,1,,0,,,,,,,-1,,-1,,,,,,,1,,,,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,0,0,45,27,12,,,,,-1,,,,,-1,,,1,1,-1,,,,,,-1,-1,,,,,,,,,,-1,,-1,,,,-1,,1,-1,,0,,,,,,,,,,0,,,,,1,,,1,1,,1,,,,,,,1,1,1,-1,,,,1,,,1,0,1,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,1,1,1,,0,0,,1,1,,1,,,,,,,,,,,,,,,,-1,1,,1,,0,-1,,1,1,,,1,,,,,,,,,,,,,,,,,
347,0,0,1,0,1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,0,0,7,4,0,,,,,1,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
358,0,0,44,29,7,,,,,-1,1,,,1,,,,,,-1,,,,,1,-1,,,,,,0,,,-1,,,0,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,0,1,1,,,,,,,,1,,,,,,1,1,1,1,,,,1,,,,,,,0,,0,,1,,-1,,,,,1,,1,1,,,1,,1,,1,,,,,,1,,,,1,,1,-1,,1,,,,,,,,,,,1,,0,1,,,,,,1,,,1,,,0,,,1,-1,,,,,
365,0,0,15,13,2,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,1,,1,,1,,,,,,,,,,,,,,,,1,,,,-1,,,1,,,-1,,,,,,,,,,
49,0,0,8,3,1,,,,,,1,,,,,,,1,,,,,-1,,1,,,,,0,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,0,0,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,0,0,3,3,0,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,0,0,33,13,18,,,,,,1,,1,-1,,1,1,,,-1,-1,-1,1,-1,-1,,,,,,1,,-1,-1,,-1,1,-1,-1,-1,-1,0,,0,1,-1,,,,,,,,,,,,-1,1,,,,1,,1,,,,,,1,,,,,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,0,0,37,17,15,,,,,,1,1,-1,,1,-1,0,1,1,-1,1,0,1,,0,,,,-1,0,1,1,-1,1,-1,-1,-1,-1,-1,,-1,-1,,0,1,-1,,1,,,,,,,1,,,1,,,,,1,,,,,,,1,1,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,0,0,12,9,3,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,-1,,,,,1,,,,-1,,,,,,,,,,,,1,1,,,,-1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,0,0,13,4,3,,,,,,0,1,,,,,,0,,,,,,,,,,,,,,1,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,,,,,-1,,,,,,,0,,,,1,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,0,1,41,14,14,,,,,,1,1,,,1,,,1,,,0,0,-1,-1,,,,-1,,,,,-1,,-1,-1,,-1,,,-1,-1,,,-1,-1,,,,,,,,,1,,,1,0,,,,,,,-1,,,,1,,,,,,-1,,,,,,,,0,,,0,0,,,,0,,,,,,1,,,-1,1,1,,,,,,,,,1,,,0,1,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,,,1,,,,
279,1,0,34,19,15,,,,,,-1,,,,1,1,,,,,,,,,,,,,,1,,,,,1,,,-1,,,,,,,,1,,,,,,,,,-1,,,,,,,,1,,1,-1,,,-1,1,,,,,,1,,,,,,-1,,,-1,,1,,,,,,,,-1,,,,,,-1,-1,1,,,1,,,1,1,,,,,1,-1,,,,-1,,,,,1,1,,,,,-1,1,-1,,-1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,0,1,45,30,15,,,,,,-1,1,,1,1,1,1,,,-1,1,,,,,-1,,,,1,1,,,,,,1,,1,,,1,,,-1,-1,,1,,,,,,,,,,,,,,,,,,1,,,-1,1,,,,,,-1,,,-1,,,1,,-1,1,,,,,1,,-1,,,,,,,,,,-1,1,,-1,-1,,,,,1,,,1,,,1,,1,,,,-1,,,1,,,,,,,1,1,,,,,,,-1,1,,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,
